name,cuisine,overall_rating,locality,address,suburb,latitude,longitude,average_for_one,feature
Tmix,"Bubble Tea, Desserts",3.7,Emporium Melbourne,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81275484,144.9638711,$12.50 ,Desserts
Gelatissimo Carlton,"Desserts, Ice Cream",4.2,Carlton,"197 Lygon Street, Carlton, Melbourne",Carlton,-37.80101733,144.9667045,$10.00 ,Desserts
Koko Black,"Coffee and Tea, Desserts",4,CBD,"52 Collins Street, CBD, Melbourne",CBD,-37.81376772,144.9720005,$12.50 ,Desserts
Vue de monde,"Australian, Contemporary",4.9,CBD,"Level 55, Rialto, 525 Collins Street, CBD, Melbourne",CBD,-37.818954,144.957934,$300.00 ,Fine dining
Nobu,Japanese,4.5,"Crown Melbourne, Southbank","Crown Melbourne, Crown Riverwalk, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.822276,144.959818,$100.00 ,Fine dining
Ishizuka,Japanese,4.5,CBD,"Basement, B01/139 Bourke Street, CBD, Melbourne",CBD,-37.812919,144.969286,$225.00 ,Fine dining
Rockpool Bar & Grill,"Seafood, Steak, Australian",4.5,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82197,144.960356,$100.00 ,Fine dining
Flower Drum,Chinese,4.6,CBD,"17 Market Lane, CBD, Melbourne",CBD,-37.811927,144.9693,$100.00 ,Fine dining
Grossi -  Grill,"Italian, Mediterranean",4.3,CBD,"80 Bourke Street, CBD, Melbourne",CBD,-37.81189,144.970937,$75.00 ,Fine dining
Koko,"Japanese, Sushi, Teppanyaki",4.4,"Crown Melbourne, Southbank","Crown Melbourne, Crown Towers, Level 3, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.822256,144.959952,$75.00 ,Fine dining
Epocha,"European, Mediterranean",4.5,Carlton,"49 Rathdowne Street, Carlton, Melbourne",Carlton,-37.806071,144.968916,$80.00 ,Fine dining
Spice Temple,"Chinese, Fusion, Yum Cha",4.4,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.822005,144.960059,$100.00 ,Fine dining
Eureka 89,Modern Australian,4.4,Southbank,"Level 89, 7 Riverside Quay, Southbank, Melbourne",Southbank,-37.821561,144.964994,$125.00 ,Fine dining
The Mitre Tavern Steakhouse & Grill,"Steak, Modern Australian",4.2,CBD,"5 Bank Place, CBD, Melbourne",CBD,-37.816785,144.960453,$75.00 ,Fine dining
The Atlantic,Seafood,4.1,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.822654,144.959031,$95.00 ,Fine dining
France-Soir,French,4.5,South Yarra,"11-13 Toorak Road, South Yarra, Melbourne",South Yarra,-37.838316,144.986903,$80.00 ,Fine dining
Rosetta Ristorante,Italian,4.1,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.821548,144.960672,$75.00 ,Fine dining
Grossi - Florentino,Italian,4.5,CBD,"80 Bourke Street, CBD, Melbourne",CBD,-37.811853,144.970893,$150.00 ,Fine dining
Matilda 159,"Contemporary, Australian",4.4,South Yarra,"159 Domain Road, South Yarra, Melbourne",South Yarra,-37.834134,144.981563,$70.00 ,Fine dining
Bottega,"European, Italian, Modern Australian",4.1,CBD,"74 Bourke Street, CBD, Melbourne",CBD,-37.811878,144.97112,$65.00 ,Fine dining
Little Collins St Kitchen,French,3.9,Sheraton Melbourne Hotel,"Sheraton Melbourne Hotel, 27 Little Collins Street, CBD, Melbourne",Sheraton Melbourne Hotel,-37.812889,144.972752,$82.50 ,Fine dining
Silks,"Chinese, Seafood, Yum Cha",4.1,"Crown Melbourne, Southbank","Crown Melbourne, Crown Towers, Level 1, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.822165,144.960137,$80.00 ,Fine dining
Locanda Restaurant & Public Bar,"Italian, Steak, Australian",3.7,CBD,"Rydges Melbourne, 186 Exhibition Street, CBD, Melbourne",CBD,-37.811121,144.970348,$75.00 ,Fine dining
Atlas Dining,Contemporary,4.3,South Yarra,"133 Commercial Road, South Yarra, Melbourne",South Yarra,-37.846403,144.990949,$80.00 ,Fine dining
Kazuki's,"Japanese, Contemporary",3.8,Carlton,"121 Lygon Street, Carlton, Melbourne",Carlton,-37.804184,144.966194,$110.00 ,Fine dining
Bacash,"Seafood, Modern Australian",4.2,South Yarra,"175 Domain Road, South Yarra, Melbourne",South Yarra,-37.834189,144.981971,$75.00 ,Fine dining
Radii Restaurant & Bar,"European, Modern Australian",4.1,"Park Hyatt, Melbourne","Park Hyatt, 1 Parliament Square, Melbourne, East Melbourne, Melbourne","Park Hyatt, Melbourne",-37.811371,144.976695,$85.00 ,Fine dining
Di Stasio Citta,Italian,3.1,CBD,"45 Spring Street, Spring Street, CBD, Melbourne",CBD,-37.814073,144.97421,$70.00 ,Fine dining
Chilli India,"Indian, South Indian",4.3,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne, VIC",ELLA Dining Precinct,-37.811041,144.96235,$25.00 ,Fine dining
Sushi Club,"Japanese, Sushi",4.3,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810531,144.962101,$20.00 ,Fine dining
Ajisen Ramen,"Japanese, Ramen",4,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810653,144.962401,$27.50 ,Fine dining
Son In Law The Pad,"Thai, Asian",3.7,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810654,144.962289,$17.50 ,Fine dining
Pick-A-Stick by Dainty Sichuan,"Asian, BBQ, Chinese",3.8,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810714,144.962403,$15.00 ,Fine dining
Pretzel,Bakery,3.8,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne, VIC",ELLA Dining Precinct,-37.810829,144.962437,$12.50 ,Fine dining
Chilli Everest,Nepalese,3.5,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810904,144.962407,$20.00 ,Fine dining
SamSam Melbourne Central,"Fried Chicken, Street Food, Korean",3.4,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810645,144.962176,$30.00 ,Fine dining
Reverie Cafe & Dessert,"Cafe Food, Desserts, Patisserie, Coffee and Tea",3.7,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810447,144.962089,$27.50 ,Fine dining
Byrdi,"Cafe Food, Bar Food, Coffee and Tea",3.9,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810436,144.962056,$25.00 ,Fine dining
LOMAH,Mediterranean,3.7,ELLA Dining Precinct,"Melbourne Central, ELLA Dining Precinct, Corner of Elizabeth and La Trobe Street, CBD, Melbourne",ELLA Dining Precinct,-37.810593,144.962118,$20.00 ,Fine dining
Calia,"Japanese, Australian, Asian",4.5,Emporium Melbourne,"Emporium Melbourne, Ground Floor, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.8127461,144.9639669,$50.00 ,Japanese
Gypsy & Pig,Japanese,4.5,CBD,"Shop 3, 391 Little Lonsdale Street, CBD, Melbourne",CBD,-37.8117793,144.9603047,$35.00 ,Japanese
Hakata Gensuke Ramen Professionals,"Ramen, Japanese",4.7,CBD,"168 Russell Street, CBD, Melbourne",CBD,-37.81233608,144.9680422,$25.00 ,Japanese
Kisume,Japanese,4.5,CBD,"175 Flinders Lane, CBD, Melbourne",CBD,-37.81609166,144.96864,$75.00 ,Japanese
Sakura Kaiten Sushi,"Sushi, Japanese",4.6,CBD,"61 Little Collins Street, CBD, Melbourne",CBD,-37.81289284,144.9717514,$30.00 ,Japanese
Don Don,"Japanese, Asian",4.6,CBD,"198 Little Lonsdale Street, CBD, Melbourne",CBD,-37.81076031,144.9635955,$15.00 ,Japanese
Mugen Ramen & Bar,"Japanese, Ramen",4.4,CBD,"11 Bligh Place, CBD, Melbourne",CBD,-37.81721016,144.9637108,$45.00 ,Japanese
Shoya Nouvelle Wafu Cuisine,"Japanese, Sushi, Japanese BBQ",4.7,CBD,"25 Market Lane, CBD, Melbourne",CBD,-37.81178089,144.9692288,$70.00 ,Japanese
Tetsujin,"Sushi, Japanese, Japanese BBQ",4.2,Emporium Melbourne,"Emporium Melbourne, Level 4, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81224946,144.9643441,$75.00 ,Japanese
Shimbashi Soba & Sake Bar,"Japanese, Tapas",4.6,CBD,"17 Liverpool Street, CBD, Melbourne",CBD,-37.81133616,144.9714007,$27.50 ,Japanese
Little Ramen Bar,"Japanese, Ramen",4.3,CBD,"346, Little Bourke Street, CBD",CBD,-37.81335452,144.9622896,$30.00 ,Japanese
Shou Sumiyaki,"Japanese, Japanese BBQ",4.4,CBD,"160 Little Bourke Street, CBD, Melbourne",CBD,-37.81174196,144.9678598,$37.50 ,Japanese
Purple Peanuts Japanese Cafe,"Japanese, Sushi",4.6,CBD,"620 Collins Street, CBD, Melbourne",CBD,-37.81884644,144.954549,$20.00 ,Japanese
Kenzan Japanese,"Japanese, Sushi",4.6,Collins Place,"Collins Place, Lower Ground Level, 45 Collins Street, CBD, Melbourne",Collins Place,-37.8146304,144.9727968,$80.00 ,Japanese
Sushi Hotaru,"Japanese, Sushi",4.3,Midcity Arcade,"Midcity Arcade, Level 1, Shop 118, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81243117,144.9673512,$25.00 ,Japanese
Wagyu One,"Japanese, Japanese BBQ",4.3,CBD,"122 Bourke Street, CBD, Melbourne",CBD,-37.81230456,144.9697002,$60.00 ,Japanese
Shujinko - Russell St,"Japanese, Ramen",4.2,CBD,"225 Russell Street, CBD, Melbourne",CBD,-37.81132583,144.9672962,$25.00 ,Japanese
Niku Ou,"Japanese BBQ, Japanese",4.5,CBD,"Shops 9-10, 108 Bourke Street, CBD, Melbourne",CBD,-37.81222721,144.969896,$50.00 ,Japanese
Ippudo,"Japanese, Ramen",4.4,"QV Centre, CBD","QV Centre, Level 2, 31 Artemis Lane, CBD, Melbourne","QV Centre, CBD",-37.81052165,144.9664024,$25.00 ,Japanese
Mr. Ramen San,"Japanese, Ramen",4.5,Midcity Arcade,"Midcity Arcade, Ground Level, Shop 12, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81220417,144.9671779,$27.50 ,Japanese
Sushi Monger,"Japanese, Sushi",4.6,Walk Arcade,"17/309-325, Little Collins Street, CBD, Melbourne",Walk Arcade,-37.81486109,144.9645386,$15.00 ,Japanese
BrimCC,Japanese,4.6,CBD,"Shop 2, 601 Little Collins Street, CBD, Melbourne",CBD,-37.81787204,144.9548002,$20.00 ,Japanese
Kaneda Japanese Restaurant,"Japanese, Sushi",4.3,Midcity Arcade,"Midcity Arcade, Ground Level, Shop 6, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81261684,144.9673482,$20.00 ,Japanese
Wagaya,"Japanese, Sushi",4.2,CBD,"Midcity Arcade, Level 3, 200 Bourke Street, CBD, Melbourne",CBD,-37.81239488,144.9673016,$27.50 ,Japanese
Ishiya Stone Grill,Japanese,4.5,CBD,"152 Little Bourke Street, CBD, Melbourne",CBD,-37.81166064,144.9681529,$75.00 ,Japanese
Teppanyaki Inn,"Japanese, Teppanyaki",4.6,CBD,"182 Collins Street, CBD, Melbourne",CBD,-37.81489288,144.9675886,$80.00 ,Japanese
Rice Workshop,Japanese,4.4,CBD,"238 Little Bourke Street, CBD, Melbourne",CBD,-37.81232071,144.9658515,$20.00 ,Japanese
Tokyo Japanese Restaurant,Japanese,3.9,CBD,"Level 1, 315 Elizabeth Street, CBD, Melbourne",CBD,-37.81121882,144.9616032,$30.00 ,Japanese
Musashi Ramen,"Japanese, Ramen",4.3,CBD,"181 Russell Street, CBD, Melbourne",CBD,-37.81220973,144.9676882,$30.00 ,Japanese
Hihou,Japanese,4.3,CBD,"Level 1, 1 Flinders Lane, CBD, Melbourne",CBD,-37.81444949,144.9741905,$42.50 ,Japanese
Yamato Japanese,"Japanese, Sushi",4.2,CBD,"28 Corrs Lane, CBD, Melbourne",CBD,-37.81092533,144.9682246,$27.50 ,Japanese
Udon Izakaya Maedaya,Japanese,4.2,CBD,"Shop 2, 168 Bourke Street, CBD, Melbourne",CBD,-37.81270399,144.9683406,$32.50 ,Japanese
Takumi,"Japanese BBQ, Hot Pot, Japanese",4.3,CBD,"32 Bourke Street, CBD, Melbourne",CBD,-37.81158091,144.9721487,$60.00 ,Japanese
Izakaya Chuji,"Japanese, Sushi",4.1,CBD,"165 Lonsdale Street, CBD, Melbourne",CBD,-37.81086918,144.9676681,$35.00 ,Japanese
Ramen Ya,"Japanese, Ramen",4.1,Emporium Melbourne,"Emporium Melbourne, Lower Ground, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81279828,144.9636075,$27.50 ,Japanese
Pepper Lunch,"Asian, Japanese",4,CBD,"309-311 Elizabeth Street, CBD, Melbourne",CBD,-37.81143788,144.9617434,$25.00 ,Japanese
Hanabishi Japanese,Japanese,4.5,CBD,"187 King Street, CBD, Melbourne",CBD,-37.81581646,144.9553185,$100.00 ,Japanese
Akaiito,Japanese,4,CBD,"349-351 Flinders Lane, CBD, Melbourne",CBD,-37.81778967,144.9628223,$125.00 ,Japanese
Hakata Gensuke Chicken Ramen,"Japanese, Ramen",4.3,"QV Centre, CBD","QV Centre, 200 Lonsdale Street, CBD, Melbourne","QV Centre, CBD",-37.81096109,144.9661338,$25.00 ,Japanese
Wagyu Ya,"Japanese, Steak, Japanese BBQ",4.7,South Yarra,"156 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83907098,144.991419,$75.00 ,Japanese
Sake Restaurant & Bar,"Japanese, Sushi",4.2,Southbank,"Southbank Promenade, Hamer Hall, 100 St Kilda Road, Southbank, Melbourne",Southbank,-37.81981606,144.9679205,$65.00 ,Japanese
Ikkoryu Fukuoka Ramen,"Japanese, Ramen",3.9,CBD,"27 Russell Street, CBD, Melbourne",CBD,-37.81601696,144.9694041,$25.00 ,Japanese
DonDon,Japanese,4.3,CBD,"330 Little Lonsdale Street, CBD, Melbourne",CBD,-37.81183917,144.959892,$15.00 ,Japanese
Akachochin,"Japanese, Sushi",4.4,"DFO South Wharf, South Wharf","DFO South Wharf, 33 Dukes Walk, South Wharf, Melbourne","DFO South Wharf, South Wharf",-37.82430379,144.9516036,$60.00 ,Japanese
Gyoza Gyoza - Little Bourke,"Japanese, Dumplings",4.2,CBD,"115-117 Little Bourke Street, CBD, Melbourne",CBD,-37.81147469,144.9690242,$25.00 ,Japanese
Shinbashi Yakiniku,"Japanese, Asian, Japanese BBQ",4.1,Carlton,"294 Lygon Street, Carlton, Melbourne",Carlton,-37.80004773,144.9672329,$40.00 ,Japanese
Taketori,Japanese,4,CBD,"Shop 1/269 King Street, CBD",CBD,-37.81387764,144.9544605,$45.00 ,Japanese
Unabara Lobster & Oyster Bar,"Japanese, Seafood",4.1,"Melbourne Central, CBD","Melbourne Central, Level 1, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81023267,144.9630553,$35.00 ,Japanese
Akita Japanese,"Japanese, Sushi",4.4,North Melbourne,"Courtney Street and Blackwood Street, North Melbourne, Melbourne",North Melbourne,-37.80204944,144.9543204,$30.00 ,Japanese
Yami Yami - Lonsdale Street,"Japanese, Korean",4.1,CBD,"398 Lonsdale Street, CBD, Melbourne",CBD,-37.81265181,144.9605773,$40.00 ,Japanese
Udon Yasan,Japanese,4,CBD,"186 Bourke Street, CBD, Melbourne",CBD,-37.81277233,144.9677619,$20.00 ,Japanese
Momo Sukiyaki & Shabu Shabu,Japanese,3.8,CBD,"117 Little Bourke Street, CBD, Melbourne",CBD,-37.81150092,144.9689807,$40.00 ,Japanese
Gyoza Douraku,Japanese,4.1,CBD,"147 Bourke Street, CBD, Melbourne",CBD,-37.81263406,144.9689823,$25.00 ,Japanese
Hanaichi,"Japanese, Fast Food",4.3,"QV Centre, CBD","QV Centre, Level 2, Corner of Lonsdale Street and Swanston Street, CBD, Melbourne","QV Centre, CBD",-37.81043212,144.9656561,$17.50 ,Japanese
Menya Ramen - Elizabeth Street,"Japanese, Ramen",3.8,CBD,"437 Elizabeth Street, CBD, Melbourne",CBD,-37.80874983,144.9604449,$25.00 ,Japanese
Mr. Fusion Modern Japanese,Japanese,4,CBD,"Shop 2-3, 540 Little Collins Street, CBD, Melbourne",CBD,-37.81704409,144.9568856,$20.00 ,Japanese
Mochi Moments,Japanese,4.1,Emporium Melbourne,"Emporium Melbourne, Lower Ground, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81278027,144.9638798,$10.00 ,Japanese
Sakura Kaiten Sushi II,"Japanese, Sushi",4.1,CBD,"282 Lonsdale Street, CBD, Melbourne",CBD,-37.81169454,144.9639572,$35.00 ,Japanese
Coppe Pan Japanese Bakery,"Bakery, Japanese",4.1,"Melbourne Central, CBD","Melbourne Central, Lower Ground, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81006738,144.9625025,$15.00 ,Japanese
Gyoza Gyoza - Emporium,"Asian, Japanese",4.2,Emporium Melbourne,"Emporium Melbourne, Level 1, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.8127167,144.9639743,$25.00 ,Japanese
Robot Bar,Japanese,4.2,CBD,"12 Bligh Place, CBD, Melbourne",CBD,-37.81708965,144.9637031,$35.00 ,Japanese
Cafe Lafayette,"Cafe Food, Coffee and Tea, Japanese",4,CBD,"30 Niagara Lane, CBD, Melbourne",CBD,-37.81286477,144.9613729,$25.00 ,Japanese
Namoo,"Japanese, Korean",4.1,CBD,"Shop 1/167 Queen Street, CBD, Melbourne",CBD,-37.81485739,144.9604848,$40.00 ,Japanese
Tsuru Japanese Restaurant,"Japanese, Fusion",4,CBD,"Shop 1/27 Little Collins Street, CBD, Melbourne",CBD,-37.81265525,144.9726204,$50.00 ,Japanese
Don Tojo,"Japanese, Asian",4.3,Carlton,"164 Cardigan Street, Carlton, Melbourne",Carlton,-37.80138927,144.9654988,$15.00 ,Japanese
Gaijin Japanese Fusion,"Japanese, Sushi",4.2,South Yarra,"135 Commercial Road, South Yarra, Melbourne",South Yarra,-37.84638861,144.9910251,$40.00 ,Japanese
Sushi Boto,Japanese,3.2,"St Collins Lane, CBD","St Collins Lane, Level 2, 260 Collins Street, CBD, Melbourne","St Collins Lane, CBD",-37.81513947,144.9649332,$30.00 ,Japanese
Sushi Jiro - QV,"Japanese, Sushi",4,"QV Centre, CBD","QV Centre, Level 2, Corner of Lonsdale Street and Swanston Street, CBD, Melbourne","QV Centre, CBD",-37.81056562,144.9659323,$15.00 ,Japanese
Sushi & Nori,"Sushi, Japanese",4.1,Emporium Melbourne,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.8121896,144.9639317,$20.00 ,Japanese
Rice Workshop,Japanese,4.1,Emporium Melbourne,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81251116,144.963462,$20.00 ,Japanese
Parco Project x Shujinko,"Japanese, Italian",3.9,CBD,"427 Elizabeth Street, CBD, Melbourne",CBD,-37.8089689,144.9605877,$25.00 ,Japanese
Hakata Gensuke Yatai Ramen,"Ramen, Japanese",4.2,Carlton,"126 Lygon Street, Carlton, Melbourne",Carlton,-37.80409559,144.9665201,$25.00 ,Japanese
Shanghai Street Dumpling & Mini Juicy Bun,"Chinese, Dumplings",4.5,CBD,"342 Little Bourke Street, CBD, Melbourne",CBD,-37.81330393,144.962422,$25.00 ,Chinese
Wonderbao,"Chinese, Taiwanese",4.7,CBD,"Shop 4, 19-37 A'Beckett Street, CBD, Melbourne",CBD,-37.80897737,144.9627717,$10.00 ,Chinese
HuTong Dumpling Bar,Chinese,4.3,CBD,"14-16 Market Lane, CBD, Melbourne",CBD,-37.81194353,144.9693951,$50.00 ,Chinese
Rose Garden BBQ,"Chinese, BBQ",4.5,CBD,"435 Elizabeth Street, CBD, Melbourne",CBD,-37.80881102,144.9604657,$20.00 ,Chinese
Shandong Mama,"Chinese, Dumplings",4.3,Midcity Arcade,"Midcity Arcade, Ground Level, Shop 7-8, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81258215,144.9673267,$30.00 ,Chinese
Hawker Chan,Chinese,3.5,CBD,"157 Lonsdale Street, CBD, Melbourne",CBD,-37.81079395,144.9678384,$25.00 ,Chinese
Tim Ho Wan,"Chinese, Yum Cha",3.4,CBD,"Village Centre Arcade, Ground Level, 206 Bourke Street, CBD, Melbourne",CBD,-37.81294449,144.9671165,$25.00 ,Chinese
New Shanghai - Emporium,Chinese,4.2,Emporium Melbourne,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.8123035,144.9633805,$50.00 ,Chinese
Sichuan House,"Asian, Chinese, Sichuan",4.5,CBD,"22-26 Corrs Lane, CBD, Melbourne",CBD,-37.81099049,144.9682665,$40.00 ,Chinese
Secret Kitchen,"Chinese, Yum Cha",4.2,CBD,"222 Exhibition Street, CBD, Melbourne",CBD,-37.81097805,144.9702772,$35.00 ,Chinese
Korchi City,"Korean, Chinese",4.2,CBD,"441 Little Bourke Street, CBD, Melbourne",CBD,-37.81420449,144.9596094,$35.00 ,Chinese
Supper Inn,Chinese,4.2,CBD,"15 Celestial Avenue, CBD, Melbourne",CBD,-37.81190645,144.9662237,$30.00 ,Chinese
Lee Ho Fook,"Asian, Chinese",4.2,CBD,"11-15 Duckboard Place, CBD, Melbourne",CBD,-37.8155757,144.9713551,$90.00 ,Chinese
Oriental Teahouse,"Chinese, Yum Cha",4.1,CBD,"378 Little Collins Street, CBD, Melbourne",CBD,-37.8156398,144.9621045,$25.00 ,Chinese
China Red,Chinese,4.2,CBD,"Shop 6, 206 Bourke Street, CBD, Melbourne",CBD,-37.81259777,144.9668882,$40.00 ,Chinese
Crystal Jade,"Chinese, Seafood",4.3,CBD,"154 Little Bourke Street, CBD, Melbourne",CBD,-37.81169454,144.9680452,$65.00 ,Chinese
TuanTuan Chinese Brasserie,"Chinese, Asian",4,Carlton,"R1/139-151 Queensberry Street, Carlton, Melbourne,",Carlton,-37.80477004,144.9637664,$35.00 ,Chinese
Juicy Bao,"Asian, Chinese",4.1,CBD,"Shop 2, 178-190, Little Bourke Street, CBD, Melbourne",CBD,-37.81199068,144.9670223,$42.50 ,Chinese
Shanghai Village Dumpling,"Chinese, Dumplings",3.8,CBD,"112-114 Little Bourke Street, CBD, Melbourne",CBD,-37.81136689,144.9691574,$25.00 ,Chinese
Sarawak Kitchen,"Chinese, Malaysian",4.2,CBD,"469 Elizabeth Street, CBD, Melbourne",CBD,-37.80797185,144.96013,$17.50 ,Chinese
Lanzhou Beef Noodle Bar,"Chinese, Fast Food",4.4,CBD,"379 Elizabeth Street, CBD, Melbourne",CBD,-37.80981547,144.9610011,$20.00 ,Chinese
Dumplings Plus,"Dumplings, Chinese",4.1,CBD,"269 Swanston Street, CBD, Melbourne",CBD,-37.81191995,144.9647951,$25.00 ,Chinese
Shark Fin Inn,"Chinese, Asian, Yum Cha",4.2,CBD,"50 Little Bourke Street, CBD, Melbourne",CBD,-37.81080216,144.9710564,$55.00 ,Chinese
Han Guuk Guan,"Korean, Chinese, Asian",3.8,CBD,"13 Victoria Street, CBD, Melbourne",CBD,-37.80753213,144.9680245,$25.00 ,Chinese
Laksa King,"Malaysian, Chinese",4.6,Flemington,"6-12 Pin Oak Crescent, Flemington, Melbourne",Flemington,-37.78779575,144.9294969,$35.00 ,Chinese
Shanghai Dumpling House,"Chinese, Asian, Yum Cha",2.2,CBD,"25 Tattersalls Lane, CBD, Melbourne",CBD,-37.81186036,144.9655528,$15.00 ,Chinese
Noodle Express by Dainty Sichuan,"Chinese, Sichuan",4.1,Emporium Melbourne,"Emporium Melbourne, Lower Ground, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81276411,144.9637923,$20.00 ,Chinese
Dainty Sichuan Food - Mini Hot Pot ,"Sichuan, Chinese, Hot Pot",4,CBD,"149-155 Lonsdale Street, CBD, Melbourne",CBD,-37.81075766,144.9679487,$40.00 ,Chinese
Mr Huang Jin,"Taiwanese, Asian, Chinese",4.2,The Archway,"The Archway, 24 Katherine Place, CBD, Melbourne",The Archway,-37.81983221,144.95644,$45.00 ,Chinese
Nam Loong Chinese Restaurant,"Asian, Chinese",4.2,CBD,"223 Russell Street, CBD, Melbourne",CBD,-37.81139603,144.9673348,$35.00 ,Chinese
RuYi Modern Chinese,"Chinese, Contemporary, Asian",4.1,CBD,"16 Liverpool Street, Melbourne CBD",CBD,-37.81121962,144.9714912,$60.00 ,Chinese
House of Delight,"Chinese, Yum Cha, Hot Pot",3.5,CBD,"Village Centre Arcade, Level 1, 206 Bourke Street, CBD, Melbourne",CBD,-37.81268386,144.9670139,$40.00 ,Chinese
Grandma's Noodles,"Asian, Chinese",4,CBD,"150 Little Bourke Street, CBD, Melbourne",CBD,-37.81164183,144.9682518,$17.50 ,Chinese
Ling Nan,Chinese,4.1,CBD,"204 Little Bourke Street, CBD, Melbourne",CBD,-37.81211384,144.9665653,$40.00 ,Chinese
Wonder Bowl,"Asian, Chinese",4.1,CBD,"Level 1, 267 Little Lonsdale Street, CBD, Melbourne",CBD,-37.8107574,144.9639971,$25.00 ,Chinese
Yang 89,"Korean, Korean BBQ, Asian, Chinese",4.2,CBD,"189, King Street, CBD, Melbourne",CBD,-37.81566602,144.9552893,$40.00 ,Chinese
Golden Monkey,"Asian, Chinese",4.2,CBD,"389 Lonsdale Street, CBD, Melbourne",CBD,-37.81296701,144.9609773,$42.50 ,Chinese
Shanghai Dragon Dumpling House,"Asian, Chinese",4,CBD,"163 Russell Street, CBD, Melbourne",CBD,-37.81248282,144.96783,$25.00 ,Chinese
The Crane Restaurant,"Chinese, Sichuan, Dumplings",4.1,CBD,"212A Little Bourke Street, CBD, Melbourne",CBD,-37.81217159,144.9663645,$30.00 ,Chinese
Tian 38,"Chinese, Asian",4,CBD,"350 Flinders Lane, CBD, Melbourne",CBD,-37.81768293,144.9627127,$50.00 ,Chinese
David's Spicy Pot - Elizabeth Street,"Chinese, Malatang",4.4,CBD,"462 Elizabeth Street, CBD, Melbourne",CBD,-37.80791755,144.9604298,$30.00 ,Chinese
Pacific BBQ House,"BBQ, Chinese, Seafood",3.5,CBD,"213 Lonsdale Street, CBD, Melbourne",CBD,-37.81134702,144.9659578,$32.50 ,Chinese
